id,path,type,status
676,frontend/src/features/collusion/index.tsx:29,unused,todo
677,frontend/src/features/dashboard/index.tsx:261,unused,todo
678,frontend/src/features/forgot-password/index.tsx:9,unused,todo
679,frontend/src/features/forgot-password/index.tsx:7,unused,todo
680,frontend/src/features/login/index.tsx:9,unused,todo
681,frontend/src/features/login/index.tsx:7,unused,todo
682,frontend/src/features/table/index.tsx:21,unused,todo
683,frontend/src/features/tournament/index.tsx:43,unused,todo
684,frontend/src/lib/api/admin.ts:13,unused,todo
685,frontend/src/lib/api/admin.ts:14,unused,todo
686,frontend/src/lib/api/admin.ts:19,unused,todo
687,frontend/src/lib/api/admin.ts:90,unused,todo
688,frontend/src/lib/api/analytics.ts:2,unused,todo
689,frontend/src/lib/api/collusion.ts:2,unused,todo
690,frontend/src/lib/api/lobby.ts:19,unused,todo
691,frontend/src/lib/api/lobby.ts:17,unused,todo
692,frontend/src/lib/api/table.ts:19,unused,todo
693,frontend/src/lib/api/table.ts:20,unused,todo
694,frontend/src/lib/api/table.ts:21,unused,todo
695,frontend/src/lib/api/table.ts:22,unused,todo
696,frontend/src/lib/api/table.ts:23,unused,todo
697,frontend/src/lib/api/table.ts:24,unused,todo
698,frontend/src/lib/api/table.ts:28,unused,todo
699,frontend/src/lib/api/table.ts:29,unused,todo
700,frontend/src/lib/api/table.ts:30,unused,todo
701,frontend/src/lib/api/table.ts:31,unused,todo
702,frontend/src/lib/api/table.ts:32,unused,todo
703,frontend/src/lib/api/table.ts:39,unused,todo
704,frontend/src/lib/api/users.ts:5,unused,todo
705,frontend/src/lib/api/users.ts:7,unused,todo
706,frontend/src/lib/api/users.ts:14,unused,todo
707,frontend/src/lib/api/users.ts:30,unused,todo
708,frontend/src/lib/api/wallet.ts:269,unused,todo
709,frontend/src/lib/api/wallet.ts:283,unused,todo
710,frontend/src/lib/api/wallet.ts:326,unused,todo
711,frontend/src/lib/api/wallet.ts:367,unused,todo
712,frontend/src/lib/api/withdrawals.ts:9,unused,todo
713,frontend/src/app/(site)/notification/page.tsx:3,unused,todo
714,frontend/src/app/(site)/profile/loading.tsx:1,unused,todo
715,frontend/src/app/(site)/profile/page.tsx:3,unused,todo
716,frontend/src/app/(site)/promotions/loading.tsx:1,unused,todo
717,frontend/src/app/(site)/promotions/page.tsx:3,unused,todo
718,frontend/src/app/(site)/wallet/page.tsx:3,unused,todo
719,frontend/src/app/admin/anti-cheat/page.tsx:19,unused,todo
720,frontend/src/app/admin/collusion/page.tsx:9,unused,todo
721,frontend/src/app/components/auth/AuthPageLayout.tsx:5,unused,todo
722,frontend/src/app/components/auth/ForgotPasswordForm.tsx:17,unused,todo
723,frontend/src/app/components/common/transactionColumns.tsx:78,unused,todo
724,frontend/src/app/components/common/TransactionHistory.tsx:12,unused,todo
725,frontend/src/app/components/common/TransactionHistorySection.tsx:18,unused,todo
726,frontend/src/app/components/common/TransactionHistoryTable.tsx:52,unused,todo
727,frontend/src/app/components/dashboard/VirtualizedGrid.tsx:83,unused,todo
728,frontend/src/app/components/dashboard/VirtualizedGrid.tsx:83,unused,todo
729,frontend/src/app/components/home/index.ts:1,unused,todo
730,frontend/src/app/components/home/index.ts:2,unused,todo
731,frontend/src/app/components/home/index.ts:3,unused,todo
732,frontend/src/app/components/home/index.ts:4,unused,todo
733,frontend/src/app/components/leaderboard/LeaderboardTabs.tsx:7,unused,todo
734,frontend/src/app/components/modals/BanUserModal.tsx:14,unused,todo
735,frontend/src/app/components/notifications/NotificationItem.tsx:11,unused,todo
736,frontend/src/app/components/promotions/PromotionCard.tsx:17,unused,todo
737,frontend/src/app/components/promotions/PromotionCard.tsx:44,unused,todo
738,frontend/src/app/components/promotions/PromotionDetailModalContent.tsx:8,unused,todo
739,frontend/src/app/components/tables/ActionControls.tsx:7,unused,todo
740,frontend/src/app/components/tables/calculateSidePots.ts:3,unused,todo
741,frontend/src/app/components/tables/colorTokens.ts:1,unused,todo
742,frontend/src/app/components/tables/colorTokens.ts:3,unused,todo
743,frontend/src/app/components/tables/colorTokens.ts:5,unused,todo
744,frontend/src/app/components/tables/colorTokens.ts:6,unused,todo
745,frontend/src/app/components/tables/CommunityCards.tsx:20,unused,todo
746,frontend/src/app/components/tables/PlayerAvatar.tsx:7,unused,todo
747,frontend/src/app/components/tables/PlayerBalance.tsx:5,unused,todo
748,frontend/src/app/components/tables/PlayerHoleCards.tsx:66,unused,todo
749,frontend/src/app/components/tables/PlayerSeat.tsx:16,unused,todo
750,frontend/src/app/components/tables/PlayingCard.tsx:52,unused,todo
751,frontend/src/app/components/tables/PlayingCard.tsx:5,unused,todo
752,frontend/src/app/components/tables/TableMain.tsx:15,unused,todo
753,frontend/src/app/components/tables/TableUiContext.tsx:12,unused,todo
754,frontend/src/app/components/tables/TopBar.tsx:9,unused,todo
755,frontend/src/app/components/tournaments/TournamentCard.tsx:19,unused,todo
756,frontend/src/app/components/tournaments/TournamentFilters.tsx:6,unused,todo
757,frontend/src/app/components/tournaments/TournamentRegisterModalContent.tsx:8,unused,todo
758,frontend/src/app/components/tournaments/TournamentRegisterModalContent.tsx:27,unused,todo
759,frontend/src/app/components/ui/Modal.tsx:7,unused,todo
760,frontend/src/app/components/ui/Table.tsx:45,unused,todo
761,frontend/src/app/components/ui/ToastNotification.tsx:8,unused,todo
762,frontend/src/app/components/ui/Tooltip.tsx:12,unused,todo
763,frontend/src/app/components/wallet/AmountInput.tsx:5,unused,todo
764,frontend/src/app/components/wallet/BankTransferForm.tsx:10,unused,todo
765,frontend/src/app/components/wallet/DepositModalContent.tsx:9,unused,todo
766,frontend/src/app/components/wallet/DepositSection.tsx:13,unused,todo
767,frontend/src/app/components/wallet/WalletSummary.tsx:9,unused,todo
768,frontend/src/app/components/wallet/WithdrawModalContent.tsx:7,unused,todo
769,frontend/src/app/table/[id]/loading.tsx:1,unused,todo
770,frontend/src/app/table/[id]/page.tsx:11,unused,todo
771,frontend/src/features/site/home/index.tsx:16,unused,todo
772,frontend/src/features/site/home/index.tsx:11,unused,todo
773,frontend/src/features/site/leaderboard/index.tsx:14,unused,todo
774,frontend/src/features/site/notification/index.tsx:5,unused,todo
776,frontend/src/features/site/profile/index.tsx:32,unused,todo
777,frontend/src/features/site/promotions/index.tsx:13,unused,todo
778,frontend/src/features/site/wallet/index.tsx:36,unused,todo
779,frontend/src/features/table/spectator/index.tsx:14,unused,todo
780,frontend/src/app/(site)/hand/[id]/error.tsx:5,unused,todo
781,frontend/src/app/(site)/hand/[id]/loading.tsx:1,unused,todo
782,frontend/src/app/components/dashboard/forms/BonusForm.tsx:11,unused,todo
783,frontend/src/app/components/dashboard/transactions/StatusPill.tsx:4,unused,todo
784,frontend/src/app/table/[id]/spectate/page.tsx:3,unused,todo
